area,bbox_x,bbox_y,bbox_width,bbox_height,predicted_iou,point_coords_x,point_coords_y,stability_score,Y
294,434,381,24,13,0.9373623132705688,450.0,382.5,0.9832214713096619,0
1597,152,460,95,19,0.9372627139091492,190.0,472.5,0.9646125435829163,0
966,417,408,16,71,0.9294496774673462,430.0,427.5,0.9562118053436279,0
7570,601,0,38,232,0.9292959570884705,610.0,157.5,0.9568570852279663,0
73,186,273,11,6,0.9286962151527405,190.0,277.5,0.9864864945411682,0
412,308,357,11,35,0.9245197772979736,310.0,367.5,0.9688249230384827,0
893,118,389,49,28,0.923572838306427,150.0,412.5,0.9660087823867798,0
492,210,425,45,16,0.9203051328659058,230.0,427.5,0.9736841917037964,1
352,50,0,32,71,0.9167333245277405,70.0,37.5,0.9663865566253662,0
297,87,451,20,20,0.9098068475723267,90.0,457.5,0.95652174949646,0
134,450,348,26,6,0.904141366481781,470.0,352.5,0.9852941036224365,0
145,306,272,25,17,0.889078676700592,310.0,277.5,0.9530201554298401,0
16881,0,272,114,203,1.0327013731002808,50.0,337.5,0.9878120422363281,0
14570,525,246,114,167,1.0207222700119019,630.0,322.5,0.9892832636833191,0
5448,0,297,87,166,1.020569086074829,70.0,457.5,0.9732369184494019,0
9785,0,345,115,131,1.011290192604065,90.0,367.5,0.984977662563324,0
2946,185,316,38,79,1.0039494037628174,190.0,322.5,0.9818181991577148,0
2770,0,424,87,39,1.0025749206542969,10.0,427.5,0.9860014319419861,0
1496,136,29,66,26,0.9983136057853699,150.0,52.5,0.985382080078125,0
6271,414,388,125,90,0.9930101633071899,490.0,427.5,0.9829356670379639,0
5121,501,169,82,149,0.9925598502159119,530.0,187.5,0.9795050024986267,0
1180,323,44,68,23,0.9920933842658997,330.0,52.5,0.9865206480026245,0
2675,2,297,63,66,0.9914903044700623,10.0,337.5,0.9774408340454102,0
1746,2,272,64,44,0.9914883971214294,10.0,292.5,0.9897377490997314,0
825,358,344,59,16,0.9913962483406067,410.0,352.5,0.9927536249160767,0
1419,547,46,28,87,0.9895018935203552,550.0,112.5,0.9742160439491272,0
710,109,317,38,24,0.9802950024604797,130.0,322.5,0.9791666865348816,0
14372,442,38,126,236,0.9775413274765015,550.0,67.5,0.9765941500663757,0
645,387,320,46,16,0.9773111939430237,430.0,322.5,0.9831029176712036,0
2545,106,389,61,76,0.9764862060546875,130.0,397.5,0.9832554459571838,0
1556,455,369,83,23,0.9758487343788147,470.0,382.5,0.9846938848495483,0
4417,149,315,74,80,0.9728343486785889,190.0,337.5,0.9836249351501465,0
684,476,454,33,25,0.9725620746612549,490.0,457.5,0.9811866879463196,1
8878,458,41,109,160,0.9718294143676758,550.0,97.5,0.9685214161872864,0
726,323,323,49,16,0.9716888666152954,330.0,337.5,0.9890260696411133,0
2501,456,274,56,62,0.9705172777175903,510.0,277.5,0.9700551629066467,0
6677,506,140,133,114,0.96634840965271,590.0,187.5,0.979101836681366,0
11510,67,279,156,116,0.9628777503967285,210.0,292.5,0.9705250263214111,0
2009,125,358,52,105,0.9625438451766968,150.0,367.5,0.9793713092803955,0
559,473,339,50,14,0.9620062708854675,490.0,352.5,0.9805309772491455,0
4124,413,388,126,45,0.9579122066497803,470.0,427.5,0.9748261570930481,0
851,59,342,57,16,0.9548410177230835,90.0,352.5,0.9906213283538818,0
1085,309,65,61,23,0.9546306729316711,350.0,82.5,0.9693140983581543,0
2916,68,281,79,39,0.954426109790802,70.0,292.5,0.9709066152572632,0
2505,545,37,37,105,0.9487370252609253,570.0,67.5,0.9659224152565002,0
874,117,341,54,17,0.948715329170227,130.0,352.5,0.9708520174026489,0
3334,0,0,77,69,0.9481727480888367,50.0,52.5,0.9753855466842651,0
890,80,358,45,34,0.9470213055610657,110.0,367.5,0.9723451137542725,0
693,43,201,20,34,0.9465137720108032,50.0,217.5,0.9785714149475098,0
1078,363,405,53,73,0.9451199173927307,370.0,412.5,0.969006359577179,0
4343,68,281,79,60,0.9438443183898926,70.0,307.5,0.9770193696022034,0
529,583,404,56,26,0.9418051838874817,630.0,427.5,0.975836455821991,0
1629,106,389,61,31,0.9399026036262512,130.0,412.5,0.9745454788208008,0
2852,509,237,37,104,0.9366530776023865,530.0,262.5,0.9696342349052429,0
503,209,425,47,16,0.9342949390411377,230.0,427.5,0.9803921580314636,1
4161,288,333,194,122,0.9340435266494751,330.0,352.5,0.9627797603607178,0
1497,521,63,39,84,0.9233958125114441,550.0,82.5,0.9510124325752258,0
728,253,266,21,130,0.9209398031234741,270.0,292.5,0.9624664783477783,0
1359,68,317,79,25,0.9180521965026855,110.0,322.5,0.9688180088996887,0
617,456,274,56,13,0.8997942805290222,510.0,277.5,0.9681020975112915,0
1231,107,281,39,36,0.8847258687019348,130.0,307.5,0.9696727991104126,0
643,68,319,41,23,0.8831687569618225,90.0,322.5,0.9677914381027222,0
8822,503,391,136,87,1.0344436168670654,630.0,427.5,0.9761770963668823,0
9627,505,140,134,201,1.0235865116119385,530.0,292.5,0.9793592095375061,0
38399,501,140,138,338,1.020380973815918,630.0,427.5,0.9862340092658997,0
35474,0,0,516,91,1.0175459384918213,10.0,37.5,0.9531393051147461,0
83414,0,41,404,341,1.0038926601409912,370.0,97.5,0.9582611918449402,0
1847,0,184,18,116,0.998594343662262,10.0,277.5,0.9852242469787598,0
114662,0,0,639,383,0.9969168901443481,410.0,157.5,0.952673614025116,0
312,602,0,30,14,0.9872692227363586,610.0,7.5,0.9968051314353943,0
2581,0,183,27,112,0.986960768699646,10.0,217.5,0.9609902501106262,0
461,336,323,36,15,0.9820734262466431,350.0,337.5,0.9870967864990234,0
2743,5,459,241,20,0.9816453456878662,150.0,472.5,0.9758122563362122,0
23510,504,246,135,232,0.9725310802459717,550.0,382.5,0.9837202429771423,0
121,228,47,13,9,0.9689029455184937,230.0,52.5,1.0,0
6497,324,352,203,126,0.968717098236084,350.0,367.5,0.9647271633148193,0
13749,131,385,325,93,0.963822603225708,410.0,472.5,0.950050413608551,1
1736,274,325,48,90,0.9607959985733032,310.0,367.5,0.9613935947418213,0
241,628,344,11,22,0.9588298797607422,630.0,352.5,0.9958677887916565,0
1867,358,345,59,133,0.9588155746459961,370.0,412.5,0.9653361439704895,0
141,168,295,7,20,0.9563894867897034,170.0,307.5,0.9860140085220337,0
458,75,334,57,9,0.9559754729270935,110.0,337.5,0.982758641242981,0
404,315,313,37,12,0.9554612040519714,350.0,322.5,0.9663461446762085,0
420,358,310,34,13,0.953407347202301,370.0,322.5,0.9584295749664307,0
286,323,323,30,16,0.9525524377822876,330.0,337.5,0.9757785201072693,0
2191,455,369,83,109,0.9520392417907715,490.0,382.5,0.9673394560813904,1
5078,608,0,31,232,0.9518429636955261,630.0,157.5,0.9617347121238708,0
308,628,344,11,33,0.9512897729873657,630.0,352.5,0.977707028388977,0
64,107,276,13,5,0.9508950114250183,110.0,277.5,0.984375,0
457,43,201,20,22,0.9471998810768127,50.0,217.5,0.9719827771186829,0
101,122,270,9,10,0.942297101020813,130.0,277.5,1.0,0
401,308,357,11,33,0.9397832155227661,310.0,382.5,0.97555011510849,0
62,186,274,11,5,0.9370502829551697,190.0,277.5,0.9838709831237793,0
483,151,296,24,20,0.9336415529251099,170.0,307.5,0.9855371713638306,0
7007,149,279,74,117,0.9321255683898926,210.0,292.5,0.9674943685531616,0
110,124,383,12,8,0.9253779649734497,130.0,382.5,0.9821428656578064,0
336,49,0,33,70,0.9252433180809021,70.0,52.5,0.9619883298873901,0
966,417,408,16,71,0.9229631423950195,430.0,427.5,0.9542682766914368,0
14387,0,41,78,241,0.9219454526901245,70.0,277.5,0.978137195110321,0
159,107,271,26,10,0.9179151058197021,110.0,277.5,0.9503105878829956,0
9859,131,385,195,93,0.9083287715911865,270.0,412.5,0.9556058645248413,1
136,450,348,26,6,0.9081992506980896,470.0,352.5,0.9632353186607361,0
106,418,350,18,6,0.8988556265830994,430.0,352.5,0.9541284441947937,0
127,180,303,11,11,0.8960241675376892,190.0,307.5,0.96875,0
439,476,441,40,14,0.8904015421867371,510.0,442.5,0.9507830142974854,1
2112,27,182,69,66,1.0344107151031494,90.0,217.5,0.9733893275260925,0
1153,0,184,18,64,1.0077875852584839,10.0,202.5,0.9948096871376038,0
2894,186,316,37,79,1.0054148435592651,190.0,337.5,0.9811708331108093,0
7817,0,242,132,121,0.9993025064468384,50.0,262.5,0.9783599376678467,0
1859,42,204,48,52,0.9987269639968872,50.0,247.5,0.9887459874153137,0
1491,137,28,66,27,0.9937133193016052,190.0,37.5,0.9879759550094604,0
1194,324,44,68,23,0.9936800003051758,370.0,67.5,0.9842061400413513,0
1598,0,183,27,65,0.9934670925140381,10.0,217.5,0.9844430685043335,0
6268,414,388,125,90,0.9925642013549805,430.0,397.5,0.9830776453018188,0
5158,502,169,81,149,0.9925639629364014,530.0,187.5,0.9809834957122803,0
719,0,207,18,41,0.9907039403915405,10.0,217.5,0.9618008136749268,0
822,358,344,59,16,0.9904574751853943,370.0,352.5,0.9843937754631042,0
2852,0,289,54,74,0.989033579826355,10.0,322.5,0.9815780520439148,0
14580,439,38,130,236,0.9881935715675354,490.0,202.5,0.975347101688385,0
4396,149,315,74,80,0.9817801713943481,190.0,337.5,0.9864529371261597,0
646,387,320,46,15,0.9812382459640503,430.0,322.5,0.9831288456916809,0
1573,456,369,82,23,0.976702868938446,470.0,382.5,0.9854430556297302,0
1534,546,46,29,92,0.9756141304969788,570.0,82.5,0.950318455696106,0
2527,106,389,61,75,0.9740757942199707,150.0,397.5,0.9804381728172302,0
1261,0,272,58,43,0.9735324382781982,50.0,292.5,0.9811912178993225,0
720,323,323,49,15,0.9734600782394409,350.0,337.5,0.9889655113220215,0
679,476,454,33,25,0.9720880389213562,490.0,457.5,0.9767441749572754,1
2549,456,274,55,62,0.9712714552879333,470.0,292.5,0.9672446846961975,0
2535,545,36,37,107,0.9697386026382446,550.0,127.5,0.9758378863334656,0
2296,86,460,161,19,0.9685617089271545,170.0,472.5,0.9771846532821655,0
6635,505,140,134,113,0.9662416577339172,590.0,187.5,0.9791511297225952,0
1107,309,65,61,24,0.966191828250885,350.0,82.5,0.9723953604698181,0
596,127,280,21,36,0.9654417634010315,130.0,292.5,0.9671592712402344,0
1984,432,275,40,58,0.964275062084198,450.0,307.5,0.9645145535469055,0
524,583,404,56,26,0.9611506462097168,630.0,427.5,0.9591078162193298,0
541,473,339,49,14,0.9596433043479919,490.0,352.5,0.9853479862213135,0
3364,0,0,78,69,0.9581096768379211,50.0,52.5,0.979958713054657,0
1598,106,389,61,30,0.9561552405357361,130.0,412.5,0.975836455821991,0
4961,54,0,83,74,0.9540600180625916,70.0,22.5,0.9616979360580444,0
4442,433,273,77,63,0.9515835046768188,450.0,307.5,0.9634470343589783,0
783,122,341,49,18,0.9515402913093567,130.0,352.5,0.9734513163566589,0
1109,364,403,52,75,0.9481003880500793,370.0,412.5,0.9732620120048523,0
5611,359,0,158,91,0.9412795901298523,450.0,52.5,0.9605722427368164,0
1981,125,358,52,105,0.9411973357200623,170.0,382.5,0.976047933101654,0
898,69,71,8,111,0.9368508458137512,70.0,82.5,0.9608269929885864,0
506,209,425,47,16,0.9334829449653625,230.0,427.5,0.976516604423523,1
3046,339,0,102,46,0.9283100962638855,370.0,37.5,0.966107189655304,0
533,46,336,28,20,0.9274223446846008,50.0,352.5,0.9686346650123596,0
747,252,266,22,130,0.9229880571365356,270.0,292.5,0.9656538963317871,0
2886,508,237,38,105,0.922448456287384,530.0,262.5,0.9669955968856812,0
1501,521,61,39,87,0.9199797511100769,550.0,82.5,0.95244300365448,0
1373,149,317,37,77,0.9143822193145752,170.0,322.5,0.9525159597396851,0
518,179,443,37,19,0.8948817849159241,190.0,457.5,0.9582542777061462,1
8893,503,391,136,87,1.0308842658996582,630.0,427.5,0.9871465563774109,0
16782,0,272,116,203,1.0296686887741089,50.0,442.5,0.9798470735549927,0
35411,0,0,517,91,1.0247693061828613,10.0,7.5,0.9506017565727234,0
9638,505,140,134,202,1.023901343345642,530.0,307.5,0.9769372940063477,0
77248,0,41,404,341,1.021356225013733,170.0,82.5,0.9697936177253723,0
38458,501,140,138,338,1.0204235315322876,630.0,427.5,0.987278938293457,0
5810,0,289,85,183,1.014601469039917,50.0,442.5,0.9753888249397278,0
14549,525,246,114,167,1.0145207643508911,610.0,292.5,0.9788269400596619,0
13327,0,182,134,205,1.0067172050476074,110.0,352.5,0.9676796197891235,0
9403,0,343,116,130,1.0046578645706177,90.0,442.5,0.9815835952758789,0
2918,0,426,85,46,1.0036780834197998,50.0,442.5,0.9763617515563965,0
9358,0,40,74,163,0.9986248016357422,30.0,157.5,0.9596773982048035,0
106684,0,0,639,383,0.9945398569107056,410.0,157.5,0.9504167437553406,0
332,602,0,31,15,0.9864026308059692,610.0,7.5,0.9969969987869263,0
455,336,323,36,14,0.9840661287307739,350.0,337.5,0.9803493618965149,0
28157,402,0,237,317,0.9817025065422058,590.0,22.5,0.9638485908508301,0
8135,128,279,95,116,0.9797203540802002,190.0,292.5,0.9726995825767517,0
2889,42,204,92,162,0.9795122146606445,130.0,322.5,0.9712041616439819,0
395,315,313,36,11,0.9760648012161255,350.0,322.5,0.9702233076095581,0
436,0,184,18,24,0.9737449884414673,10.0,202.5,0.9840182662010193,0
123,228,47,14,9,0.9714727997779846,230.0,52.5,0.975806474685669,0
6508,325,352,203,126,0.9686418771743774,350.0,367.5,0.962241530418396,0
227,628,344,11,22,0.9682847857475281,630.0,352.5,0.9781659245491028,0
13767,131,385,325,93,0.9646772146224976,410.0,472.5,0.9511640071868896,1
1017,104,305,30,61,0.9610479474067688,130.0,322.5,0.9555935263633728,0
1762,273,325,49,89,0.9572581052780151,310.0,382.5,0.9604098796844482,0
133,168,295,7,20,0.9545506834983826,170.0,307.5,0.9632353186607361,0
2202,456,369,82,109,0.9514002799987793,470.0,382.5,0.9698750972747803,1
4968,611,0,28,232,0.9488857984542847,630.0,157.5,0.9609328508377075,0
4076,414,388,125,45,0.9467855095863342,450.0,412.5,0.9721953868865967,0
478,151,296,24,20,0.9456743001937866,170.0,307.5,0.9792531132698059,0
423,358,310,35,13,0.9444721937179565,370.0,322.5,0.9766899943351746,0
255,64,276,31,9,0.9426782727241516,70.0,277.5,0.9653846025466919,0
89,122,270,10,10,0.9426685571670532,130.0,277.5,0.9666666388511658,0
145,101,362,15,14,0.9336453080177307,110.0,367.5,0.9795918464660645,0
103,418,351,17,5,0.9330894351005554,430.0,352.5,0.9805825352668762,0
68,186,273,11,6,0.9294374585151672,190.0,277.5,0.9714285731315613,0
404,308,357,11,34,0.9277611374855042,310.0,382.5,0.97555011510849,0
248,192,306,29,9,0.9258866310119629,210.0,307.5,0.9563491940498352,0
300,432,380,26,14,0.9210772514343262,450.0,382.5,0.9514563083648682,0
23442,505,246,134,232,0.9174138307571411,550.0,352.5,0.9507301449775696,0
1516,255,265,76,58,0.9130052328109741,310.0,292.5,0.9527202248573303,0
9823,131,384,194,94,0.9111565351486206,210.0,397.5,0.9507907032966614,1
138,450,348,25,6,0.904408872127533,470.0,352.5,0.9642857313156128,0
5226,256,0,105,85,0.9043888449668884,290.0,82.5,0.9593480825424194,0
941,418,408,15,71,0.9014242887496948,430.0,457.5,0.9585062265396118,0
106,124,383,12,8,0.9011684656143188,130.0,382.5,0.9906542301177979,0
14909,175,241,111,170,1.018003225326538,190.0,292.5,0.9897897839546204,0
9004,503,390,136,88,1.0164791345596313,570.0,397.5,0.9889551401138306,0
1985,212,187,36,64,1.015919804573059,230.0,202.5,0.9879759550094604,0
13928,0,333,127,145,1.0152854919433594,10.0,397.5,0.9853947162628174,0
5097,181,399,89,79,1.0098748207092285,270.0,442.5,0.9886873364448547,0
3935,0,295,84,183,1.005410075187683,70.0,457.5,0.9719439148902893,0
2640,0,295,63,62,1.0008474588394165,10.0,322.5,0.9812312126159668,0
1645,0,184,18,100,0.9992038607597351,10.0,187.5,0.9909201264381409,0
2369,0,183,27,100,0.998032808303833,10.0,247.5,0.969962477684021,0
1500,136,29,66,26,0.9979000091552734,150.0,52.5,0.9815425276756287,0
1652,201,176,57,65,0.9959626197814941,210.0,187.5,0.9879518151283264,0
5217,501,169,82,149,0.9950509667396545,530.0,187.5,0.9847937822341919,0
6273,414,388,125,90,0.9944690465927124,430.0,397.5,0.9797915816307068,0
1182,324,44,67,23,0.9939482808113098,330.0,52.5,0.9790444374084473,0
2287,0,263,71,49,0.9932563900947571,10.0,307.5,0.9826914668083191,0
2315,76,460,169,19,0.9912146925926208,110.0,472.5,0.9888268113136292,0
1432,547,47,28,86,0.9906479716300964,550.0,112.5,0.9717825055122375,0
1243,7,448,76,30,0.9905427098274231,70.0,457.5,0.9663273096084595,0
824,358,344,59,16,0.9880676865577698,370.0,352.5,0.9903498291969299,0
4211,68,281,80,60,0.983737587928772,110.0,292.5,0.9772460460662842,0
14278,444,38,124,235,0.9826314449310303,510.0,157.5,0.9769582152366638,0
644,387,320,46,15,0.9771847724914551,430.0,322.5,0.9876922965049744,0
2847,69,281,78,39,0.9765924215316772,70.0,307.5,0.9740663766860962,0
1552,456,369,82,23,0.9762524962425232,470.0,382.5,0.9846547245979309,0
719,323,323,49,15,0.9754973649978638,330.0,337.5,0.9916782379150391,0
2030,432,275,40,58,0.9743131995201111,450.0,307.5,0.971885621547699,0
690,476,454,33,25,0.9735835790634155,490.0,457.5,0.9856114983558655,1
8961,457,39,110,162,0.9713014364242554,550.0,97.5,0.9643874764442444,0
6456,325,351,203,127,0.9695653915405273,350.0,367.5,0.9699328541755676,0
1305,69,317,79,24,0.9692946076393127,70.0,322.5,0.9766037464141846,0
2513,456,273,55,63,0.9657496809959412,470.0,292.5,0.9683098793029785,0
4500,432,273,78,64,0.964613676071167,450.0,307.5,0.9731099605560303,0
903,117,341,54,18,0.9621914625167847,130.0,352.5,0.9824368953704834,0
1839,268,317,32,112,0.9613270163536072,270.0,322.5,0.9527098536491394,0
549,473,338,49,15,0.9597572684288025,490.0,352.5,0.9818840622901917,0
1270,116,389,51,28,0.9581053853034973,130.0,397.5,0.962819516658783,0
4085,413,388,126,45,0.9536376595497131,450.0,412.5,0.9772231578826904,0
2496,545,37,36,105,0.9495774507522583,570.0,67.5,0.9642155170440674,0
1074,364,403,52,75,0.9490100145339966,410.0,427.5,0.9733455777168274,0
2199,116,389,51,75,0.9479987621307373,130.0,397.5,0.9671762585639954,0
658,0,386,60,15,0.9477758407592773,50.0,397.5,0.9580209851264954,0
1778,68,70,9,209,0.9454425573348999,70.0,247.5,0.949999988079071,0
2022,125,358,52,105,0.9449256658554077,130.0,367.5,0.9641472697257996,0
795,41,201,22,36,0.9441262483596802,50.0,232.5,0.9800747036933899,0
3291,0,0,75,67,0.9417188763618469,50.0,52.5,0.9762905240058899,0
5286,68,280,114,86,0.9375691413879395,70.0,307.5,0.9698492288589478,0
1226,281,264,50,59,0.9355509281158447,310.0,292.5,0.9591346383094788,0
1083,308,64,62,25,0.9344345331192017,330.0,82.5,0.9584837555885315,0
740,90,342,34,49,0.9342736005783081,110.0,352.5,0.964047908782959,0
861,149,316,34,55,0.9306116700172424,170.0,337.5,0.953567385673523,0
1414,521,63,39,85,0.9304575324058533,530.0,142.5,0.9503790736198425,0
746,74,334,57,24,0.9236212968826294,90.0,337.5,0.982758641242981,0
1221,476,430,48,49,0.8987342119216919,490.0,442.5,0.9541800618171692,1
1668,358,345,69,60,0.8977728486061096,370.0,397.5,0.9530516266822815,0
5517,360,0,156,90,0.8901846408843994,450.0,52.5,0.9503270387649536,0
1121,269,458,57,20,0.8807891011238098,270.0,472.5,0.9619706273078918,1
9703,504,140,135,202,1.0318892002105713,510.0,322.5,0.9721827507019043,0
20346,0,264,128,214,1.0295718908309937,70.0,457.5,0.9851381182670593,0
14345,525,246,114,167,1.0270986557006836,630.0,367.5,0.9777886867523193,0
28322,134,176,166,302,1.019597053527832,290.0,397.5,0.9826360940933228,0
35396,0,0,516,91,1.010485291481018,310.0,52.5,0.9558914303779602,0
38393,502,140,137,338,1.010035514831543,530.0,292.5,0.9880121350288391,0
69468,0,39,404,277,0.9934285879135132,10.0,67.5,0.9717372059822083,0
6615,505,140,134,113,0.9907909631729126,570.0,202.5,0.9767163991928101,0
308,602,0,30,14,0.9878301024436951,610.0,7.5,0.9967532753944397,0
402,315,313,36,12,0.9843555688858032,350.0,322.5,0.9611650705337524,0
453,336,323,36,14,0.9841969013214111,350.0,337.5,0.9890109896659851,0
2950,508,237,38,106,0.9728747010231018,530.0,337.5,0.9667553305625916,0
28896,403,0,236,317,0.9719417095184326,570.0,7.5,0.952999472618103,0
373,628,344,11,39,0.9704285860061646,630.0,352.5,0.9839141964912415,0
12712,0,39,71,239,0.9671836495399475,30.0,247.5,0.9512101411819458,0
464,106,358,19,34,0.9636933207511902,110.0,367.5,0.978586733341217,0
138,227,47,15,10,0.9573978781700134,230.0,52.5,1.0,0
2193,456,369,82,109,0.9539341926574707,470.0,382.5,0.968795895576477,1
239,628,343,11,22,0.9525668025016785,630.0,352.5,0.9793388247489929,0
289,130,436,22,13,0.9487132430076599,150.0,442.5,0.9625850319862366,1
98,122,270,8,10,0.9471330046653748,130.0,277.5,1.0,0
295,88,342,28,15,0.9466277956962585,110.0,352.5,0.9669967293739319,0
64,107,276,13,5,0.9446244239807129,110.0,277.5,1.0,0
418,358,310,34,13,0.9439729452133179,370.0,322.5,0.974117636680603,0
3043,133,201,55,124,0.9434139728546143,170.0,307.5,0.9718446731567383,0
396,308,357,11,33,0.9422369599342346,310.0,382.5,0.989924430847168,0
494,75,333,56,10,0.9395166635513306,110.0,337.5,0.95652174949646,0
377,41,201,22,16,0.9383346438407898,50.0,202.5,0.9765012860298157,0
23358,505,246,134,232,0.9320230484008789,550.0,352.5,0.9778334498405457,0
334,42,221,20,16,0.9303457140922546,50.0,232.5,0.9646017551422119,0
359,49,0,33,71,0.9289762377738953,70.0,52.5,0.9586777091026306,0
470,584,403,55,24,0.9226912260055542,610.0,412.5,0.9810126423835754,0
335,429,380,29,14,0.9223204851150513,450.0,382.5,0.9735293984413147,0
107,418,350,17,6,0.9082030057907104,430.0,352.5,0.9629629850387573,0
958,417,408,16,71,0.9066066145896912,430.0,457.5,0.9533941149711609,0
3982,326,351,202,33,0.9055724740028381,330.0,367.5,0.9545009732246399,0
134,451,348,24,6,0.905308187007904,470.0,352.5,0.970588207244873,0
469,291,324,31,16,0.8920645713806152,310.0,337.5,0.973724901676178,0
406,251,0,40,83,0.8839574456214905,250.0,82.5,0.9516907930374146,0
840,282,265,49,26,0.8819363117218018,310.0,277.5,0.95961993932724,0
122,150,296,6,20,0.8815861344337463,150.0,307.5,0.9756097793579102,0
16580,257,197,86,281,1.0403660535812378,290.0,367.5,0.9816020727157593,0
5886,274,248,66,128,1.0369840860366821,290.0,367.5,0.981176495552063,0
13829,0,310,124,166,1.0300766229629517,10.0,397.5,0.9894168376922607,0
8791,505,391,134,87,1.017843246459961,550.0,397.5,0.9902604818344116,0
2071,264,197,51,52,1.0133177042007446,310.0,247.5,0.9913461804389954,0
14914,523,247,116,164,1.0133097171783447,630.0,307.5,0.9888585209846497,0
6525,262,363,81,115,1.0112030506134033,290.0,472.5,0.9799787402153015,0
2868,186,316,37,79,1.0027371644973755,190.0,322.5,0.9813277721405029,0
1362,0,184,18,76,1.0026124715805054,10.0,202.5,0.9890590906143188,0
853,39,453,41,25,1.0021090507507324,70.0,472.5,0.9872093200683594,0
1507,137,28,65,27,1.0014379024505615,150.0,52.5,0.9874835014343262,0
1431,546,47,29,85,1.0011192560195923,550.0,112.5,0.9792243838310242,0
1180,323,44,68,23,0.9962754845619202,330.0,52.5,0.9848739504814148,0
832,358,344,59,16,0.9934550523757935,410.0,352.5,0.9916067123413086,0
6381,414,388,126,90,0.9931361675262451,430.0,397.5,0.9827559590339661,0
80524,0,40,404,342,0.9926787614822388,150.0,97.5,0.9840257167816162,0
2033,0,183,27,81,0.9910827875137329,10.0,232.5,0.9701636433601379,0
2158,0,277,33,84,0.9883973002433777,10.0,337.5,0.9765732884407043,0
649,387,320,46,15,0.9859712719917297,430.0,322.5,0.9892638325691223,0
4378,496,170,79,148,0.9839589595794678,550.0,262.5,0.974920928478241,0
759,476,454,36,25,0.9831786751747131,510.0,457.5,0.9855832457542419,1
2902,69,281,78,39,0.9829742908477783,70.0,292.5,0.9757679104804993,0
2411,75,460,171,19,0.9817134141921997,110.0,472.5,0.9795501232147217,0
2511,107,389,60,77,0.9801032543182373,150.0,397.5,0.9654631018638611,0
699,0,258,36,34,0.979423463344574,30.0,277.5,0.978723406791687,0
3047,0,278,80,200,0.9782837629318237,70.0,457.5,0.9811259508132935,0
1547,456,369,82,23,0.9775906205177307,470.0,382.5,0.983902096748352,0
13916,442,40,126,235,0.9775274991989136,510.0,157.5,0.9734193086624146,0
851,94,358,30,34,0.9756457209587097,110.0,367.5,0.9871345162391663,0
4384,149,315,74,80,0.9725549221038818,190.0,337.5,0.9833107590675354,0
2015,125,358,52,105,0.9710954427719116,130.0,367.5,0.9784207940101624,0
609,621,344,18,39,0.9705771207809448,630.0,352.5,0.983660101890564,0
4300,68,281,79,60,0.9678633213043213,90.0,307.5,0.9758565425872803,0
1179,345,382,13,96,0.9670737385749817,350.0,427.5,0.9840067625045776,0
2349,457,274,53,62,0.9654158353805542,470.0,277.5,0.9727349281311035,0
1924,257,311,49,105,0.9640316367149353,290.0,352.5,0.957317054271698,0
2609,507,246,35,95,0.9633308053016663,530.0,307.5,0.9736047983169556,0
7957,264,197,75,180,0.9613704681396484,290.0,232.5,0.9733614325523376,0
569,473,338,48,15,0.9604865908622742,490.0,352.5,0.9808695912361145,0
1323,83,342,41,50,0.9584158658981323,110.0,367.5,0.9827844500541687,0
4173,414,388,126,45,0.954734206199646,450.0,412.5,0.9774988293647766,0
1518,107,389,60,30,0.9540804028511047,150.0,412.5,0.97007155418396,0
2782,456,369,82,109,0.953399658203125,470.0,382.5,0.9737588763237,1
909,117,341,54,18,0.9517683982849121,130.0,352.5,0.9814814925193787,0
535,210,425,52,16,0.9459393620491028,230.0,427.5,0.9797047972679138,1
1072,364,404,52,74,0.9402263760566711,370.0,412.5,0.9599999785423279,0
715,41,201,21,35,0.9366520643234253,50.0,217.5,0.9631651043891907,0
1303,68,317,79,24,0.9347236156463623,70.0,322.5,0.9639909863471985,0
1104,309,65,62,24,0.9319841265678406,330.0,82.5,0.9611650705337524,0
1671,338,333,152,17,0.9186862707138062,470.0,337.5,0.9635294079780579,0
1510,520,61,40,87,0.9167696833610535,550.0,82.5,0.953955888748169,0
3289,0,0,75,67,0.9148350358009338,50.0,52.5,0.9654967188835144,0
591,254,265,21,101,0.8906255960464478,270.0,322.5,0.9617940187454224,0
9766,504,143,135,197,1.0254542827606201,530.0,262.5,0.9718523025512695,0
33977,0,0,515,91,1.0106160640716553,50.0,52.5,0.9620770215988159,0
37924,496,144,143,334,1.0040663480758667,530.0,307.5,0.9894789457321167,0
212,0,347,18,14,0.993702232837677,10.0,352.5,0.9812206625938416,0
311,602,0,30,15,0.9896319508552551,610.0,7.5,0.987261176109314,0
11501,68,279,155,116,0.985143780708313,190.0,292.5,0.9716630578041077,0
360,621,344,18,20,0.982080340385437,630.0,352.5,0.9779614210128784,0
4980,342,352,185,126,0.9784878492355347,350.0,412.5,0.9541062712669373,0
112432,0,0,639,383,0.9769010543823242,270.0,202.5,0.9617899060249329,0
14482,0,40,71,294,0.9758334159851074,30.0,247.5,0.9587305784225464,0
123,228,47,13,10,0.9732590913772583,230.0,52.5,1.0,0
467,83,342,33,15,0.9724823236465454,110.0,352.5,0.9957173466682434,0
7056,504,143,135,111,0.9708905816078186,610.0,232.5,0.984390377998352,0
252,625,365,14,19,0.965576708316803,630.0,367.5,0.9647058844566345,0
